"ZIP","MedianIncome"
24874,44404
24878,24432
24879,19620
24880,24688
24881,31875
24882,28824
24884,38929
24888,24500
24892,25848
24894,24211
24901,46566
24910,36845
24915,31806
24916,51364
24918,49167
24920,21319
24924,46750
24925,60112
24927,22112
24931,36111
24934,32361
24935,40400
24938,46694
24941,41250
24944,50385
24946,41758
24951,33920
24954,32963
24957,104000
24963,35731
24966,31803
24970,37578
24974,40478
24976,36250
24977,42604
24981,36453
24983,33716
24984,33672
24986,38716
24991,56875
25003,35878
25007,50938
25009,56103
25011,70087
25015,42254
25019,26618
25021,17757
25024,35385
25025,56149
25028,35556
25030,45109
25031,43988
25033,43869
25035,24362
25036,39861
25039,43454
25040,45139
25043,27317
25044,35341
25045,39730
25047,20000
25049,40962
25053,35072
25054,41688
25057,45650
25059,43750
25060,54565
25061,58030
25062,33203
25063,30098
25064,42469
25067,56667
25070,47019
25071,48708
25075,39342
25076,20125
25081,91250
25082,39940
25083,41188
25085,41917
25086,43864
25088,13152
25090,33365
25102,32708
25106,21625
25107,49750
25108,56429
25110,50035
25111,34375
25113,49700
25115,24167
25118,39115
25119,41875
25121,26921
25123,40972
25124,53095
25125,35739
25126,69063
25130,38981
25132,36458
25133,20250
25134,52054
25136,23813
25139,39971
25140,27717
25141,21094
25142,44107
25143,47733
25148,37813
25149,34152
25152,29917
25154,22420
25156,16458
25159,50640
25161,59554
25162,57500
25164,36125
25165,45982
25168,43352
25169,39643
25173,28438
25174,51719
25177,46121
25181,32208
25186,33750
25187,67552
25193,40833
25202,45150
25204,19750
25205,30216
25206,40982
25208,45774
25209,27112
25213,59172
25234,53224
25235,33375
25239,39785
25241,69145
25243,29913
25244,42159
25245,46136
25247,35156
25248,42563
25251,33804
25252,63989
25253,40982
25259,45313
25260,33472
25261,28456
25262,65724
25264,24526
25265,35426
25266,35435
25267,32941
25268,40529
25270,42500
25271,39103
25275,42800
25276,31008
25285,59375
25286,41641
25287,27500
25301,25035
25302,45150
25303,51636
25304,53125
25306,42575
25309,43656
25311,41130
25312,38235
25313,59641
25314,78945
25315,36941
25320,42845
25401,34793
25403,71438
25404,52270
25405,58393
25411,43506
25413,68723
25414,77628
25419,68648
25420,68068
25422,29772
25425,71933
25427,60240
25428,58989
25430,69044
25431,31327
25432,36765
25434,34020
25437,27159
25438,53979
25442,53125
25443,77361
25444,35144
25446,69583
25501,54153
25502,50711
25503,47639
25504,44320
25505,70132
25506,26163
25507,43750
25508,37668
25510,54375
25511,40938
25512,33313
25514,30353
25515,41760
25517,42659
25520,44719
25521,33235
25523,32261
25524,42054
25526,59836
25529,41815
25530,37813
25534,9544
25535,54605
25537,41477
25540,21250
25541,49924
25545,59830
25550,37467
25555,43884
25557,35268
25559,44714
25560,72980
25565,39049
25567,29423
25570,26795
25571,36711
25601,46491
25606,38750
25607,32500
25608,31540
25611,64743
25617,60069
25621,29674
25625,39800
25628,47564
25630,38750
25632,19375
25634,40833
25635,42578
25637,43000
25638,28190
25639,15662
25646,31520
25647,34231
25649,39940
25651,25688
25652,34531
25653,53529
25661,35186
25666,34491
25669,32261
25670,35540
25671,43654
25672,20000
25674,31500
25676,27083
25678,21307
25688,23182
25692,28750
25696,40417
25701,34695
25702,32929
25703,15363
25704,36819
25705,40353
25801,39697
25810,40652
25811,56493
25812,36721
25813,38081
25817,41250
25818,36509
25820,30313
25823,39283
25825,63824
25827,41208
25831,36771
25832,60707
25836,25511
25837,26500
25840,38583
25841,32529
25843,58370
25844,40096
25845,42200
25848,15521
25854,43229
25864,36141
25865,61875
25868,48274
25871,33654
25873,48009
25875,39716
25878,29324
25880,33795
25882,40030
25901,36361
25902,14464
25904,33594
25906,27143
25908,48938
25915,25938
25917,33295
25918,49355
25920,68417
25921,38692
25922,50096
25928,31471
25932,103125
25936,74375
25938,57582
25942,41406
25951,34803
25958,28333
25962,32331
25969,33580
25971,61987
25976,38992
25978,39063
25979,45393
25981,29563
25984,35917
25985,16202
25989,49688
26003,42695
26030,45469
26031,35595
26032,54000
26033,33664
26034,38024
26035,42269
26036,83179
26037,52281
26038,50389
26039,54821
26040,38235
26041,39527
26047,47619
26050,29327
26055,64716
26056,72000
26059,52417
26060,53785
26062,39709
26070,43355
26074,48207
26075,45750
26101,33161
26104,46598
26105,47854
26133,36574
26134,41080
26136,46964
26137,30952
26138,39950
26141,28750
26142,49318
26143,36591
26146,49519
26147,43272
26149,32546
26150,56898
26151,36016
26155,41568
26159,44714
26160,42955
26161,50132
26164,33101
26167,59886
26169,42222
26170,45392
26175,41223
26178,50957
26180,37656
26181,60753
26184,40216
26187,64942
26201,44583
26202,55682
26205,36222
26206,20281
26208,45231
26209,42917
26215,26603
26217,14044
26218,40260
26222,48200
26224,65682
26234,33719
26237,50815
26238,41042
26241,41715
26250,38902
26253,39491
26254,38942
26257,27303
26260,41500
26261,29516
26264,39250
26268,16250
26269,50518
26270,27750
26271,45972
26273,30855
26275,27188
26276,58929
26278,58095
26280,31985
26283,52944
26285,34738
26287,39524
26288,36379
26291,95375
26292,40000
26293,30139
26294,43977
26296,68789
26298,35417
26301,37293
26320,43269
26321,41250
26323,33393
26325,11786
26330,69390
26335,32917
26337,36429
26338,45078
26342,41458
26343,33750
26346,52396
26347,47833
26348,30588
26351,37366
26354,38883
26362,38846
26369,40357
26372,50227
26374,40938
26376,36500
26377,25809
26378,48631
26384,36188
26385,54750
26386,44063
26404,30903
26405,47727
26408,62844
26410,42356
26411,36106
26412,47552
26415,42830
26416,30883
26419,34271
26421,18929
26425,32330
26426,40754
26430,62708
26431,39467
26435,21979
26436,33824
26437,28542
26440,55074
26443,54625
26444,48182
26447,30759
26448,45069
26451,45000
26452,35877
26456,39156
26501,45761
26505,33184
26508,65695
26519,50089
26520,64625
26521,50313
26525,58698
26534,32554
26537,36651
26541,57077
26542,45256
26547,43770
26554,47894
26559,52125
26562,38371
26563,39583
26568,40938
26570,47604
26571,45147
26574,31250
26575,32917
26581,31741
26582,42344
26585,75139
26586,38936
26587,70250
26588,43426
26590,38977
26591,46797
26601,39688
26610,35104
26611,31767
26615,50404
26617,61944
26619,55147
26621,32337
26623,35682
26624,37807
26629,40987
26631,26284
26636,44028
26638,29464
26651,42043
26656,40203
26660,55174
26662,70769
26676,39615
26678,47721
26679,43819
26680,31250
26681,36891
26691,45671
26704,34635
26705,45375
26707,30568
26710,36229
26711,38698
26716,45250
26717,25958
26719,38487
26722,31154
26726,34178
26731,43750
26739,46875
26743,36658
26750,24250
26753,46125
26755,38098
26757,31375
26761,17500
26763,40369
26764,40250
26767,22583
26801,67500
26802,42375
26804,27454
26807,39922
26810,83438
26812,45650
26814,32083
26815,34265
26817,56613
26818,39643
26833,44000
26836,37456
26845,63098
26847,36831
26851,36798
26852,58472
26855,40000
26865,21974
26866,39154
26884,40625
27006,73906
27007,43864
27009,77188
27011,35802
27012,74798
27013,47083
27014,34500
27016,43775
27017,34513
27018,42951
27019,53833
27020,36402
27021,44907
27022,40549
27023,73356
27024,34649
27025,47763
27027,31589
27028,44140
27030,35441
27040,63267
27041,45896
27042,51360
27043,46690
27045,50663
27046,34858
27047,42404
27048,44981
27050,50948
27051,43107
27052,37448
27053,37064
27054,48917
27055,39531
27101,27400
27103,45289
27104,54354
27105,30886
27106,47013
27107,40142
27127,45431
27201,75962
27203,32463
27205,44490
27207,49610
27208,37864
27209,35952
27212,37708
27214,54289
27215,44093
27217,34989
27229,31967
27231,53750
27233,70861
27235,79189
27239,46789
27242,28628
27243,62078
27244,50089
27248,43706
27249,49036
27252,52031
27253,41424
27258,49375
27260,24812
27262,39880
27263,42271
27265,55688
27278,61803
27281,46875
27282,65463
27283,52275
27284,57938
27288,33102
27291,48472
27292,38937
27295,46661
27298,39963
27299,40804
27301,58656
27302,54934
27305,43292
27306,35139
27310,109237
27311,34977
27312,66181
27313,56994
27314,57984
27315,32250
27316,41118
27317,42278
27320,41192
27325,31857
27326,32364
27330,44701
27332,54298
27341,43644
27343,46195
27344,37046
27349,51756
27350,45175
27355,43945
27356,25816
27357,59950
27358,90118
27360,41820
27370,49676
27371,38644
27376,54215
27377,57519
27379,31316
27401,29692
27403,41670
27405,30847
27406,38560
27407,44337
27408,58673
27409,39813
27410,59679
27455,67903
27501,52464
27502,97145
27503,77257
27504,43442
27505,46740
27507,47661
27508,35052
27509,40226
27510,46871
27511,70491
27513,86359
27514,62650
27516,77336
27517,84900
27518,102833
27519,123816
27520,58942
27521,44855
27522,57695
27523,83542
27524,47649
27525,48161
27526,70890
27527,80569
27529,61453
27530,36046
27534,46807
27536,22263
27537,38844
27539,92467
27540,94459
27541,56167
27542,38414
27544,35583
27545,57771
27546,42963
27549,39629
27551,40288
27553,30167
27555,27500
27557,41845
27559,63750
27560,89973
27562,60931
27563,31663
27565,42776
27568,40234
27569,41795
27571,84155
27572,66559
27573,27948
27574,44777
27576,37055
27577,41438
27581,58690
27582,34375
27583,51982
27587,83222
27589,33469
27591,55914
27592,56645
27596,61104
27597,50791
27601,27874
27603,57264
27604,51774
27605,53125
27606,48231
27607,69766
27608,96217
27609,55575
27610,46847
27612,72910
27613,82982
27614,98227
27615,78750
27616,61978
27617,81049
27701,31094
27703,57412
27704,43952
27705,48994
27707,46835
27709,95882
27712,78378
27713,70453
27801,29253
27803,44435
27804,43567
27805,40093
27806,41394
27807,40930
27808,39712
27809,38778
27810,40966
27812,27363
27813,32132
27814,46047
27816,40779
27817,43750
27818,24145
27819,25500
27820,38421
27821,14387
27822,46474
27823,29969
27824,39136
27825,17292
27826,32098
27828,37702
27829,38977
27830,40511
27831,28578
27832,29542
27834,33603
27837,64526
27839,30534
27840,25298
27842,59844
27843,27697
27844,22019
27845,35357
27846,40583
27847,21915
27849,33125
27850,40260
27851,45163
27852,43493
27853,45052
27855,33578
27856,47975
27857,30849
27858,43603
27860,37393
27861,18958
27862,38487
27863,52899
27864,35708
27865,58173
27866,38173
27869,22391
27870,34455
27871,37586
27872,30250
27873,43750
27874,34429
27876,28387
27878,24469
27879,41000
27880,62339
27881,46250
27882,35642
27883,44506
27884,47279
27885,31686
27886,34021
27888,32955
27889,38724
27890,25556
27891,42821
27892,35647
27893,32178
27896,57924
27897,19150
27909,45757
27910,34681
27915,40326
27916,54479
27917,29602
27919,71250
27920,38807
27921,59385
27922,39688
27923,42697
27924,30710
27925,32654
27926,54034
27927,60250
27928,34681
27929,69224
27932,39213
27935,61694
27936,57813
27937,55761
27938,43500
27939,51094
27941,57377
27942,42768
27943,77830
27944,45058
27946,50293
27947,47826
27948,52616
27949,66944
27950,54706
27953,40223
27954,54343
27956,104167
27957,41465
27958,80061
27959,56490
27960,62853
27962,30625
27964,54679
27965,34327
27966,56598
27967,24531
27968,47917
27970,33553
27973,43250
27974,38382
27976,73269
27978,44000
27979,48641
27980,43149
27981,42188
27982,35660
27983,28777
27985,32000
27986,24567
28001,41947
28006,36250
28007,30350
28009,30114
28012,56818
28016,35790
28018,31867
28020,42111
28021,44375
28023,50151
28025,51039
28027,65074
28031,86888
28032,51318
28033,44651
28034,42097
28036,104157
28037,72283
28039,18929
28040,37234
28043,31859
28052,33663
28054,39639
28056,59237
28071,43750
28072,54293
28073,38868
28075,86342
28077,22708
28078,90393
28079,73766
28080,53750
28081,45998
28083,41169
28086,38685
28088,48065
28089,55500
28090,32272
28091,36731
28092,41933
28097,52371
28098,48044
28101,46250
28102,31875
28103,49273
28104,94768
28105,70183
28107,56969
28108,48500
28109,26875
28110,52376
28112,48483
28114,37437
28115,57417
28117,80126
28119,25795
28120,50543
28124,54531
28125,55297
28127,44831
28128,39833
28129,48000
28133,44485
28134,56698
28135,41949
28137,46500
28138,44879
28139,40744
28144,35154
28146,49761
28147,43865
28150,36932
28152,41751
28159,36712
28160,30572
28163,50979
28164,53532
28166,53580
28167,31019
28168,43404
28169,22000
28170,35524
28173,101155
28174,44700
28202,84688
28203,82609
28204,60923
28205,40996
28206,28034
28207,130868
28208,29643
28209,67529
28210,60339
28211,74921
28212,35635
28213,41171
28214,55471
28215,46732
28216,48356
28217,43346
28226,79220
28227,53564
28262,50397
28269,61133
28270,85000
28273,59555
28277,98186
28278,80126
28301,24409
28303,41999
28304,47749
28305,45237
28306,48074
28307,42464
28308,114861
28311,46910
28312,42725
28314,45947
28315,43325
28318,47632
28320,31391
28323,57698
28325,36250
28326,52367
28327,51570
28328,35412
28330,57966
28332,26386
28333,29321
28334,35609
28337,30067
28338,35043
28339,36157
28340,29468
28341,38300
28342,43295
28343,33250
28344,35859
28345,28927
28347,26373
28348,51871
28349,38073
28350,112843
28351,29929
28352,28663
28356,52043
28357,31318
28358,33986
28360,36794
28363,36659
28364,27809
28365,38974
28366,37641
28367,26250
28369,28397
28371,49111
28372,27256
28373,40617
28374,80335
28375,40625
28376,46043
28377,26182
28379,33076
28382,38780
28383,31250
28384,30750
28385,33250
28386,29678
28387,48010
28390,43643
28391,42473
28392,36833
28393,40346
28394,41350
28395,49113
28396,41228
28398,30083
28399,36364
28401,29467
28403,34590
28405,54449
28409,76512
28411,69707
28412,51523
28420,42094
28421,35000
28422,44144
28423,44712
28424,16944
28425,36414
28428,61660
28429,48419
28430,54741
28431,30792
28432,31927
28433,28473
28434,35114
28435,34276
28436,51146
28438,31531
28439,36417
28441,21545
28442,37202
28443,57007
28444,34750
28445,62772
28447,49646
28448,43073
28449,68125
28450,48750
28451,51435
28452,18457
28453,36250
28454,50270
28455,44375
28456,36875
28457,42226
28458,30180
28460,53040
28461,62168
28462,36219
28463,33858
28464,26267
28465,52785
28466,35269
28467,50130
28468,52437
28469,67565
28470,35373
28472,34291
28478,34093
28479,44280
28480,77232
28501,28529
28504,46506
28508,32402
28510,49792
28511,45179
28512,53690
28513,44934
28515,34440
28516,42163
28518,40730
28519,51607
28520,55625
28521,45844
28523,58088
28525,42230
28526,31290
28527,62333
28528,48125
28529,51591
28530,35665
28531,50455
28532,47374
28538,36667
28539,46612
28540,46398
28543,31640
28544,35833
28546,46541
28547,44425
28551,35181
28552,41250
28553,57969
28554,60441
28555,42377
28556,43403
28557,51073
28560,46169
28562,52041
28570,47266
28571,50625
28572,39420
28573,36034
28574,48933
28575,36447
28577,68523
28578,40530
28579,36700
28580,36399
28581,65985
28582,76821
28583,28750
28584,55409
28585,31758
28586,35345
28587,23672
28589,53281
28590,61527
28594,61106
28601,46637
28602,42846
28604,50248
28605,53424
28606,46534
28607,33576
28609,55360
28610,44906
28612,35693
28613,44985
28615,30924
28616,36250
28617,38786
28618,41724
28619,31250
28621,40513
28622,26212
28623,39310
28624,26875
28625,48009
28626,63056
28627,36641
28628,35694
28630,42390
28631,38911
28634,41806
28635,29338
28636,35372
28637,38571
28638,37577
28640,31477
28642,33724
28643,35453
28644,29676
28645,34779
28646,24815
28649,33404
28650,48213
28651,35142
28654,38538
28655,42223
28657,34781
28658,41150
28659,30134
28660,45361
28663,58125
28665,37500
28667,25714
28668,44962
28669,33635
28670,40049
28671,37500
28673,70675
28675,36292
28676,34854
28677,40877
28678,38493
28679,37614
28681,42817
28682,60586
28683,31544
28684,37938
28685,40833
28689,43500
28690,36504
28692,49743
28693,31761
28694,37157
28697,43913
28698,44293
28701,48786
28702,70774
28704,62054
28705,40265
28708,38182
28709,43846
28711,45489
28712,41700
28713,33576
28714,37382
28715,46585
28716,43838
28717,44643
28718,40455
28719,33723
28720,30938
28721,38086
28722,47432
28723,29911
28726,27736
28729,42337
28730,58098
28731,50682
28732,53582
28734,37311
28735,28226
28736,40278
28739,48781
28740,32140
28741,58778
28742,60060
28743,27358
28745,82019
28746,49931
28747,38477
28748,46096
28751,44955
28752,37539
28753,38534
28754,45326
28756,45302
28757,65875
28759,61767
28761,39542
28762,31692
28763,44190
28766,57292
28768,47842
28771,33418
28772,58007
28773,51118
28774,52500
28775,52961
28777,38950
28778,40049
28779,47388
28781,31786
28782,48101
28783,25331
28785,49809
28786,41733
28787,52612
28789,38155
28790,59224
28791,51463
28792,39713
28801,32321
28803,50350
28804,53705
28805,45333
28806,40712
28901,31281
28902,31154
28904,35378
28905,35712
28906,36116
28909,44383
29001,35323
29003,37750
29006,37195
29009,27292
29010,31858
29014,50431
29015,28417
29016,83140
29018,30086
29020,41298
29030,33971
29031,39570
29032,25089
29033,45656
29036,81568
29037,27400
29038,35556
29039,36228
29040,43881
29042,22478
29044,44569
29045,62500
29047,32112
29048,36146
29051,47917
29052,24226
29053,36586
29054,61258
29055,28771
29056,25455
29058,41539
29059,26423
29061,53206
29063,70184
29065,45833
29067,35597
29069,32532
29070,49865
29072,76340
29073,52212
29074,70469
29075,58583
29078,54602
29080,26850
29081,33897
29082,34375
29101,38603
29102,34016
29104,30486
29105,35000
29107,36981
29108,36829
29111,46625
29112,27750
29113,40409
29114,40346
29115,29532
29118,44577
29123,44613
29125,27180
29126,52664
29127,53497
29128,37267
29129,39057
29130,43092
29133,30990
29135,43174
29137,35757
29138,38219
29142,30438
29145,46477
29146,27961
29148,31694
29150,36584
29152,26636
29153,39586
29154,47973
29160,43739
29161,38801
29162,39444
29163,31462
29164,38351
29166,43500
29168,32702
29169,39020
29170,56382
29172,47338
29175,26679
29178,37440
29180,33106
29201,33750
29202,70521
29203,30322
29204,36781
29205,47656
29206,66481
29209,47884
29210,39406
29212,65297
29223,50354
29229,68256
29301,40865
29302,51885
29303,28604
29306,29197
29307,42950
29316,56041
29320,17898
29321,30188
29322,50158
29323,40376
29324,20714
29325,37014
29329,20815
29330,39375
29331,33614
29332,34175
29334,57500
29335,34044
29340,32213
29341,41535
29346,36513
29349,53218
29351,39063
29353,40417
29355,34125
29356,45984
29360,34248
29364,31250
29365,56855
29369,64645
29370,32321
29372,36513
29373,39375
29374,56058
29375,26250
29376,62047
29377,35241
29378,23125
29379,34779
29384,36883
29385,39027
29388,41578
29401,66979
29403,35862
29404,42500
29405,30179
29406,35649
29407,51193
29409,101250
29410,55060
29412,67890
29414,63477
29418,38394
29420,57561
29426,31125
29429,61063
29431,50702
29432,40208
29434,32399
29435,31463
29436,36554
29437,36017
29438,57207
29439,93605
29440,35518
29445,55625
29446,43750
29448,29583
29449,49068
29450,50806
29451,91458
29452,26750
29453,25227
29455,69878
29456,55066
29458,35850
29461,53636
29464,73494
29466,94942
29468,26853
29469,88942
29470,50283
29471,37024
29472,44260
29474,32372
29475,30168
29477,33158
29479,40119
29481,34875
29482,118214
29483,53984
29485,62696
29487,56833
29488,33474
29492,100489
29493,54375
29501,48331
29505,53992
29506,32377
29510,35121
29511,43333
29512,33037
29516,36292
29518,30063
29519,22880
29520,34574
29525,23563
29526,43184
29527,39533
29530,35231
29532,29792
29536,30738
29540,33464
29541,49825
29543,34924
29544,36210
29545,40814
29546,31765
29547,27197
29550,41326
29554,34684
29555,37208
29556,25489
29560,32375
29563,31466
29564,23088
29565,30157
29566,44251
29567,30417
29568,45073
29569,37215
29570,25141
29571,31250
29572,50008
29574,29467
29575,46394
29576,52287
29577,36173
29579,52113
29580,31607
29581,34552
29582,48690
29583,39546
29584,30870
29585,63562
29588,45372
29590,26344
29591,31028
29592,44375
29593,31957
29594,26250
29596,41628
29601,35509
29605,43192
29607,50777
29609,42570
29611,30834
29614,26442
29615,55350
29617,36419
29620,32366
29621,52254
29624,21147
29625,44272
29626,42085
29627,39628
29628,29773
29630,31057
29631,39139
29634,3333
29635,55417
29638,47379
29639,42917
29640,42824
29642,60197
29643,53056
29644,53006
29645,48549
29646,31267
29649,46452
29650,71280
29651,50570
29653,42944
29654,35876
29655,33617
29657,42070
29658,40930
29659,23194
29661,42525
29662,57771
29664,35767
29666,40799
29667,39904
29669,41871
29670,41127
29671,45033
29672,58494
29673,49737
29676,54575
29678,36569
29680,67426
29681,80573
29682,44679
29683,29569
29684,36405
29685,79917
29686,34083
29687,50069
29689,54808
29690,50778
29691,34286
29692,33022
29693,38568
29696,51742
29697,42546
29702,32689
29704,48902
29706,30998
29707,67565
29708,102839
29709,46039
29710,63466
29712,46146
29714,29628
29715,71561
29717,45878
29718,31406
29720,38142
29726,48542
29727,42404
29728,31474
29729,51375
29730,41619
29732,53473
29741,37955
29742,49081
29743,42336
29745,49408
29801,40580
29803,62959
29805,52469
29809,31902
29810,22218
29812,38701
29816,19507
29817,36224
29819,36154
29821,58750
29824,48133
29826,28125
29827,27250
29829,53325
29831,42225
29832,33608
29834,27862
29835,39623
29836,49712
29838,57614
29841,45623
29842,32018
29843,29750
29844,46364
29845,38819
29847,46781
29848,55089
29850,26281
29851,38588
29853,30473
29856,29955
29860,68902
29902,49735
29906,44342
29907,63885
29909,68727
29910,64896
29911,31821
29915,129792
29916,40190
29918,32406
29920,49195
29921,31818
29922,29688
29923,17328
29924,35324
29926,69528
29927,37056
29928,73482
29929,43105
29932,43068
29934,35578
29935,40954
29936,38914
29939,20875
29940,36817
29941,19516
29943,30444
29944,32000
29945,32397
30002,48403
30004,100666
30005,119411
30008,44509
30009,75725
30011,59442
30012,37450
30013,50688
30014,44765
30016,55089
30017,82696
30019,87881
30021,32000
30022,98762
30024,102181
30025,63480
30028,74303
30030,70666
30032,35117
30033,64480
30034,46656
30035,42585
30038,50302
30039,56760
30040,88668
30041,98458
30043,69788
30044,54220
30045,75470
30046,41971
30047,66139
30052,64749
30054,53786
30055,57026
30056,47702
30058,47191
30060,39267
30062,88513
30064,80652
30066,84430
30067,54956
30068,104227
30070,32813
30071,41484
30072,46932
30075,105642
30076,70697
30078,61909
30079,42642
30080,60573
30082,72218
30083,37052
30084,58759
30087,67672
30088,47962
30092,63512
30093,35811
30094,60934
30096,52252
30097,96863
30101,81097
30102,60699
30103,43661
30104,51354
30105,56286
30106,44817
30107,66709
30108,39750
30110,43459
30113,33819
30114,63199
30115,79546
30116,48290
30117,39373
30120,50691
30121,55126
30122,48186
30124,45854
30125,39252
30126,66596
30127,74885
30132,61353
30134,48433
30135,66534
30137,49837
30139,36591
30141,54332
30143,59962
30144,62411
30145,61474
30147,43617
30148,39095
30152,78985
30153,37367
30157,59856
30161,39224
30165,45193
30168,37835
30170,56029
30171,59900
30173,52695
30175,43487
30176,44986
30177,68024
30178,45625
30179,46290
30180,55943
30182,47182
30183,60083
30184,64537
30185,55074
30187,73648
30188,72832
30189,82727
30204,37089
30205,81250
30206,46636
30213,46271
30214,64888
30215,89731
30216,36364
30217,42703
30218,38214
30220,48373
30222,29542
30223,35720
30224,45019
30228,57146
30230,42500
30233,43150
30234,40306
30236,46702
30238,43168
30240,45547
30241,41206
30248,66838
30251,33065
30252,72519
30253,60115
30256,45545
30257,43816
30258,49306
30259,56875
30260,42474
30263,49336
30265,78771
30268,50589
30269,89454
30273,53782
30274,38504
30276,72285
30277,79508
30281,53735
30284,54844
30286,34356
30288,52368
30289,25000
30290,89672
30291,35945
30292,56098
30293,43750
30294,61879
30295,46719
30296,51999
30297,31211
30303,19883
30305,87516
30306,90276
30307,80428
30308,56734
30309,78301
30310,25953
30311,26047
30312,43067
30313,42128
30314,25196
30315,23665
30316,55469
30317,60845
30318,43992
30319,89794
30324,63653
30326,83805
30327,146361
30328,80826
30329,48873
30331,39956
30336,25958
30337,29108
30338,90997
30339,73628
30340,42248
30341,51838
30342,70900
30344,37470
30345,66260
30346,80781
30349,45573
30350,56814
30354,31684
30360,58047
30363,66914
30401,31667
30410,48194
30411,36136
30412,95417
30413,30000
30415,47500
30417,40987
30420,28958
30421,39760
30423,50081
30425,39063
30426,25893
30427,43575
30428,27523
30429,47917
30434,24830
30436,30449
30438,31875
30439,33408
30441,34261
30442,24393
30445,35554
30446,36477
30448,51094
30449,37500
30450,30087
30452,38980
30453,26932
30454,41250
30455,29676
30456,34079
30457,39939
30458,29320
30461,57456
30464,26417
30467,35716
30470,27222
30471,27142
30473,37614
30474,37982
30477,26589
30501,40628
30504,41983
30506,65907
30507,44188
30510,34975
30511,43750
30512,40948
30513,36772
30516,33068
30517,75882
30518,68145
30519,75671
30520,36396
30521,40852
30522,30234
30523,44740
30525,34768
30527,58815
30528,42162
30529,41393
30530,39632
30531,36959
30533,41014
30534,56631
30535,49805
30536,44436
30537,41125
30538,44398
30540,44005
30541,49828
30542,67331
30543,51397
30545,35750
30546,39630
30547,43019
30548,79557
30549,56789
30552,44306
30553,40452
30554,51281
30555,28423
30557,42036
30558,40347
30559,45987
30560,42722
30562,27885
30563,48463
30564,45938
30565,44490
30566,49792
30567,55115
30568,51705
30571,46667
30572,50636
30573,129792
30575,38947
30576,37431
30577,35494
30582,42516
30601,21082
30605,30905
30606,40734
30607,44893
30619,42004
30620,63199
30621,83796
30622,60304
30624,29725
30625,60493
30627,38047
30628,53480
30629,35924
30630,42841
30631,30000
30633,46638
30634,35655
30635,36687
30641,62829
30642,50229
30643,38194
30646,45573
30648,38947
30650,51354
30655,46111
30656,57288
30660,40588
30662,31946
30663,51563
30664,27750
30665,21250
30666,60500
30667,47500
30668,27370
30669,27667
30673,33549
30677,70368
30678,34432
30680,49705
30683,49922
30701,41595
30705,38600
30707,44414
30708,46027
30710,54707
30711,34550
30720,43885
30721,38685
30725,51797
30728,39546
30730,40000
30731,38611
30733,38197
30734,45250
30735,44316
30736,60379
30738,49345
30739,64943
30740,49332
30741,33701
30742,41461
30746,28472
30747,34756
30750,69327
30752,41871
30753,35701
30755,47227
30756,16354
30757,34920
30802,64063
30803,37000
30805,31421
30807,61250
30808,41282
30809,95376
30810,40234
30813,67025
30814,45000
30815,46022
30816,59219
30817,35919
30818,41477
30820,48796
30821,31806
30823,36719
30824,34852
30828,27902
30830,34651
30833,29813
30901,20044
30903,97574
30904,34782
30905,49362
30906,33138
30907,63149
30909,45795
31001,30119
31002,37500
31003,29000
31005,72983
31006,26089
31007,32692
31008,52894
31009,24160
31011,49000
31012,31350
31014,37191
31015,31177
31016,38438
31017,37727
31018,38026
31019,36103
31020,37188
31021,33582
31022,60962
31023,35008
31024,44944
31025,71875
31027,28250
31028,52566
31029,47397
31030,33329
31031,37818
31032,61333
31033,42415
31035,42656
31036,44180
31037,28002
31038,42642
31041,21250
31042,50402
31044,27589
31046,52656
31047,78672
31049,44609
31050,29767
31051,20938
31052,59840
31054,36400
31055,26695
31057,27424
31058,29107
31060,39866
31061,34806
31063,29668
31064,40924
31065,26538
31066,54844
31067,45781
31068,24725
31069,48792
31070,35855
31071,37381
31072,43906
31075,35234
31076,31132
31077,33611
31078,38500
31079,34840
31081,25775
31082,38608
31083,31389
31085,42014
31087,26589
31088,56751
31089,32832
31090,27500
31091,32697
31092,37083
31093,35664
31094,49153
31096,31076
31097,60000
31098,54125
31201,16452
31204,26422
31206,21985
31210,60243
31211,37007
31216,58914
31217,32377
31220,61711
31301,43528
31302,53053
31303,56607
31305,41099
31307,50141
31308,44638
31309,32500
31312,71570
31313,44803
31315,36721
31316,50771
31320,48816
31321,45808
31322,71556
31323,31023
31324,78898
31326,66996
31328,71306
31329,51098
31331,51946
31401,27065
31404,33474
31405,44626
31406,46556
31407,69797
31408,38547
31410,72177
31411,105804
31415,24343
31419,51528
31501,30703
31503,36923
31510,37181
31512,35781
31513,37307
31516,41055
31518,36406
31519,29750
31520,27444
31522,75821
31523,55280
31525,45135
31527,61563
31532,38191
31533,33738
31535,38025
31537,48275
31539,36485
31542,36279
31543,44432
31544,31838
31545,39143
31546,37113
31548,52946
31549,21418
31550,36434
31551,41000
31552,41742
31553,29983
31554,40917
31555,51479
31556,27250
31557,44329
31558,53366
31560,44837
31561,25446
31562,36875
31563,36324
31565,49844
31566,37821
31567,34327
31568,55536
31569,54389
31601,24855
31602,38984
31605,53359
31606,43125
31620,39857
31622,38425
31623,41563
31624,38882
31625,21835
31626,37452
31627,33500
31629,30924
31630,13977
31631,36917
31632,53552
31634,24810
31635,29447
31636,49519
31637,33006
31638,32083
31639,37914
31641,39432
31642,29643
31643,32069
31645,29640
31647,28608
31648,24844
31649,47135
